Tabelle: 1000A-1W19
Personen: Staatsangehörigkeit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;WKR001 Flensburg - Schleswig;;;;WKR002 Nordfriesland - Dithmarschen Nord;;;;WKR003 Steinburg - Dithmarschen Süd;;;;WKR004 Rendsburg-Eckernförde;;;;WKR005 Kiel;;;;WKR006 Plön - Neumünster;;;;WKR007 Pinneberg;;;;WKR008 Segeberg - Stormarn-Mitte;;;;WKR009 Ostholstein - Stormarn-Nord;;;;WKR010 Herzogtum Lauenburg - Stormarn-Süd;;;;WKR011 Lübeck;;;;WKR012 Schwerin - LL-Parchim I - Nordwestmecklenburg I;;;;WKR013 Ludwigslust-Parchim II - NWM II - LK Rostock I;;;;WKR014 Rostock - Landkreis Rostock II;;;;WKR015 Vorpommern-Rügen - Vorpommern-Greifswald I;;;;WKR016 Mecklenburgische Seenpl. I - Vorp.-Greifswald II;;;;WKR017 Mecklenburgische Seenplatte II - LK Rostock III;;;;WKR018 Hamburg-Mitte;;;;WKR019 Hamburg-Altona;;;;WKR020 Hamburg-Eimsbüttel;;;;WKR021 Hamburg-Nord;;;;WKR022 Hamburg-Wandsbek;;;;WKR023 Hamburg-Bergedorf - Harburg;;;;WKR024 Aurich - Emden;;;;WKR025 Unterems;;;;WKR026 Friesland - Wilhelmshaven - Wittmund;;;;WKR027 Oldenburg - Ammerland;;;;WKR028 Delmenhorst - Wesermarsch - Oldenburg-Land;;;;WKR029 Cuxhaven - Stade II;;;;WKR030 Stade I - Rotenburg II;;;;WKR031 Mittelems;;;;WKR032 Cloppenburg - Vechta;;;;WKR033 Diepholz - Nienburg I;;;;WKR034 Osterholz - Verden;;;;WKR035 Rotenburg I - Heidekreis;;;;WKR036 Harburg;;;;WKR037 Lüchow-Dannenberg - Lüneburg;;;;WKR038 Osnabrück-Land;;;;WKR039 Stadt Osnabrück;;;;WKR040 Nienburg II - Schaumburg;;;;WKR041 Stadt Hannover I;;;;WKR042 Stadt Hannover II;;;;WKR043 Hannover-Land I;;;;WKR044 Celle - Uelzen;;;;WKR045 Gifhorn - Peine;;;;WKR046 Hameln-Pyrmont - Holzminden;;;;WKR047 Hannover-Land II;;;;WKR048 Hildesheim;;;;WKR049 Salzgitter - Wolfenbüttel;;;;WKR050 Braunschweig;;;;WKR051 Helmstedt - Wolfsburg;;;;WKR052 Goslar - Northeim - Göttingen II;;;;WKR053 Göttingen I;;;;WKR054 Bremen I;;;;WKR055 Bremen II - Bremerhaven;;;;WKR056 Prignitz - Ostprignitz-Ruppin - Havelland I;;;;WKR057 Uckermark - Barnim I;;;;WKR058 Oberhavel - Havelland II;;;;WKR059 Märkisch-Oderland - Barnim II;;;;WKR060 Brandenburg a. d. Hvl. - PM I - HVL. III - TF I;;;;WKR061 Potsdam - Potsdam-Mittelmark II -Teltow-Fläming II;;;;WKR062 Dahme-Spreewald - Teltow-Fläming III;;;;WKR063 Frankfurt (Oder) - Oder-Spree;;;;WKR064 Cottbus - Spree-Neiße;;;;WKR065 Elbe-Elster - Oberspreewald-Lausitz;;;;WKR066 Altmark - Jerichower Land;;;;WKR067 Börde - Salzlandkreis;;;;WKR068 Harz;;;;WKR069 Magdeburg;;;;WKR070 Anhalt - Dessau - Wittenberg;;;;WKR071 Halle;;;;WKR072 Burgenland - Saalekreis;;;;WKR073 Mansfeld;;;;WKR074 Berlin-Mitte;;;;WKR075 Berlin-Pankow;;;;WKR076 Berlin-Reinickendorf;;;;WKR077 Berlin-Spandau - Charlottenburg Nord;;;;WKR078 Berlin-Steglitz-Zehlendorf;;;;WKR079 Berlin-Charlottenburg-Wilmersdorf;;;;WKR080 Berlin-Tempelhof-Schöneberg;;;;WKR081 Berlin-Neukölln;;;;WKR082 Berlin-Friedrichshain-Kreuzberg - Prenzl. Berg Ost;;;;WKR083 Berlin-Treptow-Köpenick;;;;WKR084 Berlin-Marzahn-Hellersdorf;;;;WKR085 Berlin-Lichtenberg;;;;WKR086 Aachen I;;;;WKR087 Aachen II;;;;WKR088 Heinsberg;;;;WKR089 Düren;;;;WKR090 Rhein-Erft-Kreis I;;;;WKR091 Euskirchen - Rhein-Erft-Kreis II;;;;WKR092 Köln I;;;;WKR093 Köln II;;;;WKR094 Köln III;;;;WKR095 Bonn;;;;WKR096 Rhein-Sieg-Kreis I;;;;WKR097 Rhein-Sieg-Kreis II;;;;WKR098 Oberbergischer Kreis;;;;WKR099 Rheinisch-Bergischer Kreis;;;;WKR100 Leverkusen - Köln IV;;;;WKR101 Wuppertal I;;;;WKR102 Solingen - Remscheid - Wuppertal II;;;;WKR103 Mettmann I;;;;WKR104 Mettmann II;;;;WKR105 Düsseldorf I;;;;WKR106 Düsseldorf II;;;;WKR107 Neuss I;;;;WKR108 Mönchengladbach;;;;WKR109 Krefeld I - Neuss II;;;;WKR110 Viersen;;;;WKR111 Kleve;;;;WKR112 Wesel I;;;;WKR113 Krefeld II - Wesel II;;;;WKR114 Duisburg I;;;;WKR115 Duisburg II;;;;WKR116 Oberhausen - Wesel III;;;;WKR117 Mülheim - Essen I;;;;WKR118 Essen II;;;;WKR119 Essen III;;;;WKR120 Recklinghausen I;;;;WKR121 Recklinghausen II;;;;WKR122 Gelsenkirchen;;;;WKR123 Steinfurt I - Borken I;;;;WKR124 Bottrop - Recklinghausen III;;;;WKR125 Borken II;;;;WKR126 Coesfeld - Steinfurt II;;;;WKR127 Steinfurt III;;;;WKR128 Münster;;;;WKR129 Warendorf;;;;WKR130 Gütersloh I;;;;WKR131 Bielefeld - Gütersloh II;;;;WKR132 Herford - Minden-Lübbecke II;;;;WKR133 Minden-Lübbecke I;;;;WKR134 Lippe I;;;;WKR135 Höxter - Gütersloh III - Lippe II;;;;WKR136 Paderborn;;;;WKR137 Hagen - Ennepe-Ruhr-Kreis I;;;;WKR138 Ennepe-Ruhr-Kreis II;;;;WKR139 Bochum I;;;;WKR140 Herne - Bochum II;;;;WKR141 Dortmund I;;;;WKR142 Dortmund II;;;;WKR143 Unna I;;;;WKR144 Hamm - Unna II;;;;WKR145 Soest;;;;WKR146 Hochsauerlandkreis;;;;WKR147 Siegen-Wittgenstein;;;;WKR148 Olpe - Märkischer Kreis I;;;;WKR149 Märkischer Kreis II;;;;WKR150 Nordsachsen;;;;WKR151 Leipzig I;;;;WKR152 Leipzig II;;;;WKR153 Leipzig-Land;;;;WKR154 Meißen;;;;WKR155 Bautzen I;;;;WKR156 Görlitz;;;;WKR157 Sächsische Schweiz-Osterzgebirge;;;;WKR158 Dresden I;;;;WKR159 Dresden II - Bautzen II;;;;WKR160 Mittelsachsen;;;;WKR161 Chemnitz;;;;WKR162 Chemnitzer Umland - Erzgebirgskreis II;;;;WKR163 Erzgebirgskreis I;;;;WKR164 Zwickau;;;;WKR165 Vogtlandkreis;;;;WKR166 Waldeck;;;;WKR167 Kassel;;;;WKR168 Werra-Meißner - Hersfeld-Rotenburg;;;;WKR169 Schwalm-Eder;;;;WKR170 Marburg;;;;WKR171 Lahn-Dill;;;;WKR172 Gießen;;;;WKR173 Fulda;;;;WKR174 Main-Kinzig - Wetterau II - Schotten;;;;WKR175 Hochtaunus;;;;WKR176 Wetterau I;;;;WKR177 Rheingau-Taunus - Limburg;;;;WKR178 Wiesbaden;;;;WKR179 Hanau;;;;WKR180 Main-Taunus;;;;WKR181 Frankfurt am Main I;;;;WKR182 Frankfurt am Main II;;;;WKR183 Groß-Gerau;;;;WKR184 Offenbach;;;;WKR185 Darmstadt;;;;WKR186 Odenwald;;;;WKR187 Bergstraße;;;;WKR188 Eichsfeld - Nordhausen - Kyffhäuserkreis;;;;WKR189 Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis;;;;WKR190 Jena - Sömmerda - Weimarer Land I;;;;WKR191 Gotha - Ilm-Kreis;;;;WKR192 Erfurt - Weimar - Weimarer Land II;;;;WKR193 Gera - Greiz - Altenburger Land;;;;WKR194 Saalf.-Rudolst. - Saale-Holzl.-Kr. -Saale-Orla-Kr.;;;;WKR195 Suhl - Schmalk.-Meiningen - Hildburgh. - Sonneberg;;;;WKR196 Neuwied;;;;WKR197 Ahrweiler;;;;WKR198 Koblenz;;;;WKR199 Mosel/Rhein-Hunsrück;;;;WKR200 Kreuznach;;;;WKR201 Bitburg;;;;WKR202 Trier;;;;WKR203 Montabaur;;;;WKR204 Mainz;;;;WKR205 Worms;;;;WKR206 Ludwigshafen/Frankenthal;;;;WKR207 Neustadt - Speyer;;;;WKR208 Kaiserslautern;;;;WKR209 Pirmasens;;;;WKR210 Südpfalz;;;;WKR211 Altötting;;;;WKR212 Erding - Ebersberg;;;;WKR213 Freising;;;;WKR214 Fürstenfeldbruck;;;;WKR215 Ingolstadt;;;;WKR216 München-Nord;;;;WKR217 München-Ost;;;;WKR218 München-Süd;;;;WKR219 München-West/Mitte;;;;WKR220 München-Land;;;;WKR221 Rosenheim;;;;WKR222 Bad Tölz-Wolfratshausen - Miesbach;;;;WKR223 Starnberg - Landsberg am Lech;;;;WKR224 Traunstein;;;;WKR225 Weilheim;;;;WKR226 Deggendorf;;;;WKR227 Landshut;;;;WKR228 Passau;;;;WKR229 Rottal-Inn;;;;WKR230 Straubing;;;;WKR231 Amberg;;;;WKR232 Regensburg;;;;WKR233 Schwandorf;;;;WKR234 Weiden;;;;WKR235 Bamberg;;;;WKR236 Bayreuth;;;;WKR237 Coburg;;;;WKR238 Hof;;;;WKR239 Kulmbach;;;;WKR240 Ansbach;;;;WKR241 Erlangen;;;;WKR242 Fürth;;;;WKR243 Nürnberg-Nord;;;;WKR244 Nürnberg-Süd;;;;WKR245 Roth;;;;WKR246 Aschaffenburg;;;;WKR247 Bad Kissingen;;;;WKR248 Main-Spessart;;;;WKR249 Schweinfurt;;;;WKR250 Würzburg;;;;WKR251 Augsburg-Stadt;;;;WKR252 Augsburg-Land;;;;WKR253 Donau-Ries;;;;WKR254 Neu-Ulm;;;;WKR255 Memmingen - Unterallgäu;;;;WKR256 Oberallgäu;;;;WKR257 Ostallgäu;;;;WKR258 Stuttgart I;;;;WKR259 Stuttgart II;;;;WKR260 Böblingen;;;;WKR261 Esslingen;;;;WKR262 Nürtingen;;;;WKR263 Göppingen;;;;WKR264 Waiblingen;;;;WKR265 Ludwigsburg;;;;WKR266 Neckar-Zaber;;;;WKR267 Heilbronn;;;;WKR268 Schwäbisch Hall - Hohenlohe;;;;WKR269 Backnang - Schwäbisch Gmünd;;;;WKR270 Aalen - Heidenheim;;;;WKR271 Karlsruhe-Stadt;;;;WKR272 Karlsruhe-Land;;;;WKR273 Rastatt;;;;WKR274 Heidelberg;;;;WKR275 Mannheim;;;;WKR276 Odenwald - Tauber;;;;WKR277 Rhein-Neckar;;;;WKR278 Bruchsal - Schwetzingen;;;;WKR279 Pforzheim;;;;WKR280 Calw;;;;WKR281 Freiburg;;;;WKR282 Lörrach - Müllheim;;;;WKR283 Emmendingen - Lahr;;;;WKR284 Offenburg;;;;WKR285 Rottweil - Tuttlingen;;;;WKR286 Schwarzwald-Baar;;;;WKR287 Konstanz;;;;WKR288 Waldshut;;;;WKR289 Reutlingen;;;;WKR290 Tübingen;;;;WKR291 Ulm;;;;WKR292 Biberach;;;;WKR293 Bodensee;;;;WKR294 Ravensburg;;;;WKR295 Zollernalb - Sigmaringen;;;;WKR296 Saarbrücken;;;;WKR297 Saarlouis;;;;WKR298 St. Wendel;;;;WKR299 Homburg;;;
;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;;Personen;;;
